"","group_name","seqnames","start","end","width","strand","fb_tx_id","fb_gene_id","fb_symbol","gene_type","start_r","end_r","region_ip","signal"
"1296","6","chr3L",1318480,1329617,11138,"+","FBtr0072672","FBgn0010246","Myo61F","mRNA",1318330,1318479,1426.15107229352,1426.15107229352
"1297","6","chr2R",14570810,14575771,4962,"-","FBtr0087512","FBgn0010397","LamC","mRNA",14575772,14575921,908.108253806829,908.108253806829
"1298","6","chr2L",12027438,12034122,6685,"+","FBtr0080292","FBgn0010497","dmGlut","mRNA",12027288,12027437,159.46070253849,159.46070253849
"1299","6","chr2L",17414907,17428199,13293,"-","FBtr0301577","FBgn0011274","Dif","mRNA",17428200,17428349,3910.46698379517,3910.46698379517
"1300","6","chr2L",6415179,6423310,8132,"-","FBtr0343152","FBgn0011722","Tig","mRNA",6423311,6423460,2063.17613792419,2063.17613792419
"1301","6","chr3R",20978183,21015114,36932,"+","FBtr0083998","FBgn0013995","Calx","mRNA",20978033,20978182,1989.57887649536,1989.57887649536
"1302","6","chr2R",17846699,17848444,1746,"+","FBtr0086799","FBgn0015522","olf186-M","mRNA",17846549,17846698,1224.57640150189,1224.57640150189
"1303","6","chr3R",7494097,7505098,11002,"-","FBtr0302354","FBgn0015577","alpha-Est9","mRNA",7505099,7505248,3797.61787700653,3797.61787700653
"1304","6","chr3L",5566919,5577348,10430,"-","FBtr0077131","FBgn0015766","Msr-110","mRNA",5577349,5577498,328.734369516373,328.734369516373
"1305","6","chr2R",24788008,24793410,5403,"-","FBtr0072427","FBgn0015801","Reg-5","mRNA",24793411,24793560,835.737622141838,835.737622141838
"1306","6","chr3L",4072032,4073954,1923,"-","FBtr0073278","FBgn0016013","Faa","mRNA",4073955,4074104,1546.35991364717,1546.35991364717
"1307","6","chr2R",7049791,7051964,2174,"+","FBtr0089033","FBgn0016032","lbm","mRNA",7049641,7049790,1091.69249683619,1091.69249683619
"1308","6","chr2R",9995820,10026042,30223,"-","FBtr0088437","FBgn0022382","Pka-R2","mRNA",10026043,10026192,868.447508811951,868.447508811951
"1309","6","chr3L",1752543,1755668,3126,"-","FBtr0072795","FBgn0022702","Cht2","mRNA",1755669,1755818,3990.19730377197,3990.19730377197
"1310","6","chrX",20244647,20248203,3557,"+","FBtr0308243","FBgn0022770","Peritrophin-A","mRNA",20244497,20244646,555.659214138985,555.659214138985
"1311","6","chr3R",25197571,25208283,10713,"-","FBtr0084874","FBgn0022800","Cad96Ca","mRNA",25208284,25208433,589.595724612474,589.595724612474
"1312","6","chrX",17285704,17301929,16226,"-","FBtr0074441","FBgn0024238","Fim","mRNA",17301930,17302079,2536.651720047,2536.651720047
"1313","6","chrX",1735945,1754065,18121,"-","FBtr0302174","FBgn0025391","Scgdelta","mRNA",1754066,1754215,3743.23766899109,3743.23766899109
"1314","6","chrX",2044292,2050120,5829,"-","FBtr0303043","FBgn0025631","moody","mRNA",2050121,2050270,1418.7913775444,1418.7913775444
"1315","6","chr2L",122624,129245,6622,"-","FBtr0078154","FBgn0025683","CG3164","mRNA",129246,129395,2994.59016036987,2994.59016036987
"1316","6","chr2R",12593604,12612068,18465,"+","FBtr0087828","FBgn0027356","Amph","mRNA",12593454,12593603,3975.06900238991,3975.06900238991
"1317","6","chr3R",4719458,4731878,12421,"-","FBtr0333922","FBgn0027570","Nep2","mRNA",4731879,4732028,1489.9353659153,1489.9353659153
"1318","6","chr2R",9850703,9860759,10057,"-","FBtr0088456","FBgn0027580","PCB","mRNA",9860760,9860909,3431.26712608337,3431.26712608337
"1319","6","chr2R",8735810,8759590,23781,"+","FBtr0088711","FBgn0027585","CG8740","mRNA",8735660,8735809,143.514630198479,143.514630198479
"1320","6","chr2L",10032690,10038954,6265,"+","FBtr0079934","FBgn0027600","obst-B","mRNA",10032540,10032689,1274.86785888672,1274.86785888672
"1321","6","chr3R",30519390,30527037,7648,"-","FBtr0085683","FBgn0027654","jdp","mRNA",30527038,30527187,1336.19890165329,1336.19890165329
"1322","6","chr2L",13665525,13671680,6156,"+","FBtr0331333","FBgn0028527","CG18507","mRNA",13665375,13665524,765.411359548569,765.411359548569
"1323","6","chr3R",30446065,30450406,4342,"-","FBtr0085695","FBgn0028646","aralar1","mRNA",30450407,30450556,1792.91070652008,1792.91070652008
"1324","6","chr2L",14844993,14851749,6757,"-","FBtr0080685","FBgn0028886","CG15279","mRNA",14851750,14851899,562.610062777996,562.610062777996
"1325","6","chr3R",27151662,27157603,5942,"+","FBtr0085110","FBgn0029155","Men-b","mRNA",27151512,27151661,2076.66895198822,2076.66895198822
"1326","6","chr2R",6992676,7004259,11584,"+","FBtr0086171","FBgn0029508","Tsp42Ea","mRNA",6992526,6992675,3053.46796011925,3053.46796011925
"1327","6","chrX",5340236,5405138,64903,"+","FBtr0301953","FBgn0029761","SK","mRNA",5340086,5340235,1286.72520303726,1286.72520303726
"1328","6","chrX",6076072,6077530,1459,"-","FBtr0070887","FBgn0029838","CG4666","mRNA",6077531,6077680,159.051830738783,159.051830738783
"1329","6","chrX",6696766,6698567,1802,"-","FBtr0310419","FBgn0029894","CG14440","mRNA",6698568,6698717,694.676226139069,694.676226139069
"1330","6","chrX",7286651,7288117,1467,"+","FBtr0071047","FBgn0029942","CG2059","mRNA",7286501,7286650,33.527634203434,33.527634203434
"1331","6","chrX",8574306,8588528,14223,"+","FBtr0071214","FBgn0030052","CG12065","mRNA",8574156,8574305,2244.71598386765,2244.71598386765
"1332","6","chrX",10772541,10778778,6238,"+","FBtr0112976","FBgn0030234","CG15211","mRNA",10772391,10772540,2308.09140825272,2308.09140825272
"1333","6","chrX",11555285,11558654,3370,"-","FBtr0073543","FBgn0030309","CG1572","mRNA",11558655,11558804,1419.2002415657,1419.2002415657
"1334","6","chrX",12631605,12653442,21838,"+","FBtr0300375","FBgn0030412","Tomosyn","mRNA",12631455,12631604,4395.79992365837,4395.79992365837
"1335","6","chrX",14584733,14602580,17848,"-","FBtr0073943","FBgn0030574","CG9413","mRNA",14602581,14602730,3449.66644954681,3449.66644954681
"1336","6","chrX",16615028,16621589,6562,"-","FBtr0074288","FBgn0030763","CG9782","mRNA",16621590,16621739,1669.43086838722,1669.43086838722
"1337","6","chrX",17579861,17598955,19095,"+","FBtr0074448","FBgn0030847","CG12991","mRNA",17579711,17579860,2129.82252109051,2129.82252109051
"1338","6","chrX",17911462,17924163,12702,"+","FBtr0074505","FBgn0030884","CG6847","mRNA",17911312,17911461,1758.56530785561,1758.56530785561
"1339","6","chrX",18832682,18842901,10220,"+","FBtr0074640","FBgn0030964","Pvf1","mRNA",18832532,18832681,2490.44900655746,2490.44900655746
"1340","6","chrX",19196058,19201780,5723,"-","FBtr0074695","FBgn0030997","CG7990","mRNA",19201781,19201930,5263.02079296112,5263.02079296112
"1341","6","chr2L",204743,206797,2055,"-","FBtr0308246","FBgn0031232","CG11617","mRNA",206798,206947,379.843571186066,379.843571186066
"1342","6","chr2L",458876,472200,13325,"-","FBtr0310034","FBgn0031258","CG4297","mRNA",472201,472350,3515.90393590927,3515.90393590927
"1343","6","chr2L",1186254,1196807,10554,"+","FBtr0077972","FBgn0031322","CG5001","mRNA",1186104,1186253,1920.07036733627,1920.07036733627
"1344","6","chr2L",2730104,2739830,9727,"+","FBtr0077705","FBgn0031449","CG31689","mRNA",2729954,2730103,5967.10113048553,5967.10113048553
"1345","6","chr2L",2808322,2812145,3824,"+","FBtr0077721","FBgn0031461","daw","mRNA",2808172,2808321,2929.57925415039,2929.57925415039
"1346","6","chr2L",3404460,3422957,18498,"-","FBtr0077592","FBgn0031530","Pgant2","mRNA",3422958,3423107,2280.28799104691,2280.28799104691
"1347","6","chr2L",3787167,3802726,15560,"+","FBtr0077496","FBgn0031571","bark","mRNA",3787017,3787166,4021.68058204651,4021.68058204651
"1348","6","chr2L",4189526,4197380,7855,"-","FBtr0077481","FBgn0031589","CG3714","mRNA",4197381,4197530,255.954867780209,255.954867780209
"1349","6","chr2L",4796600,4801923,5324,"-","FBtr0077417","FBgn0031629","Clect27","mRNA",4801924,4802073,194.214958041906,194.214958041906
"1350","6","chr2L",5763460,5766142,2683,"-","FBtr0079163","FBgn0031737","obst-E","mRNA",5766143,5766292,1482.98451113701,1482.98451113701
"1351","6","chr2L",6459318,6465669,6352,"-","FBtr0331186","FBgn0031816","Rchy1","mRNA",6465670,6465819,1445.36813521385,1445.36813521385
"1352","6","chr2L",6492974,6494532,1559,"-","FBtr0079263","FBgn0031824","CG9547","mRNA",6494533,6494682,1525.50738573074,1525.50738573074
"1353","6","chr2L",6686791,6709086,22296,"-","FBtr0079312","FBgn0031850","Tsp","mRNA",6709087,6709236,662.784096479416,662.784096479416
"1354","6","chr2L",7437492,7445882,8391,"+","FBtr0332530","FBgn0031914","CG5973","mRNA",7437342,7437491,118.164467304945,118.164467304945
"1355","6","chr2L",7844905,7855255,10351,"-","FBtr0079564","FBgn0031955","CG14535","mRNA",7855256,7855405,1819.89635276794,1819.89635276794
"1356","6","chr2L",8244545,8257502,12958,"-","FBtr0079620","FBgn0032010","CG8086","mRNA",8257503,8257652,2482.27155780792,2482.27155780792
"1357","6","chr2L",8321280,8325409,4130,"-","FBtr0346462","FBgn0032021","CG7781","mRNA",8325410,8325559,203.210174113512,203.210174113512
"1358","6","chr2L",8977834,8984872,7039,"-","FBtr0079784","FBgn0032084","CG13101","mRNA",8984873,8985022,781.766307681799,781.766307681799
"1359","6","chr2L",10317497,10321802,4306,"-","FBtr0080060","FBgn0032218","CG5381","mRNA",10321803,10321952,3411.64119338989,3411.64119338989
"1360","6","chr2L",10745115,10756325,11211,"-","FBtr0080117","FBgn0032297","CG17124","mRNA",10756326,10756475,6148.23209571838,6148.23209571838
"1361","6","chr2L",12175451,12177752,2302,"-","FBtr0331999","FBgn0032422","atilla","mRNA",12177753,12177902,2423.80263328552,2423.80263328552
"1362","6","chr2L",16754336,16758283,3948,"+","FBtr0080894","FBgn0032601","yellow-b","mRNA",16754186,16754335,3069.41401195526,3069.41401195526
"1363","6","chr2L",16791568,16793444,1877,"+","FBtr0080908","FBgn0032603","CG17928","mRNA",16791418,16791567,906.881629943848,906.881629943848
"1364","6","chr2L",16843209,16847197,3989,"-","FBtr0080927","FBgn0032614","CG13284","mRNA",16847198,16847347,496.781418681145,496.781418681145
"1365","6","chr2L",18517487,18531780,14294,"+","FBtr0081069","FBgn0032685","CG10211","mRNA",18517337,18517486,1680.06157588959,1680.06157588959
"1366","6","chr2L",19518824,19525453,6630,"+","FBtr0081247","FBgn0032798","CG10132","mRNA",19518674,19518823,1236.43374866247,1236.43374866247
"1367","6","chr2L",19742817,19756904,14088,"-","FBtr0081324","FBgn0032817","CG10631","mRNA",19756905,19757054,2147.81294846535,2147.81294846535
"1368","6","chr2L",20859166,20861014,1849,"+","FBtr0081427","FBgn0032897","CG9336","mRNA",20859016,20859165,1579.88756227493,1579.88756227493
"1369","6","chr2L",20865215,20867311,2097,"+","FBtr0081428","FBgn0032899","CG9338","mRNA",20865065,20865214,2113.05870342255,2113.05870342255
"1370","6","chr2R",6242280,6255266,12987,"+","FBtr0085996","FBgn0033075","Pld","mRNA",6242130,6242279,1076.97302830219,1076.97302830219
"1371","6","chr2R",7025010,7028082,3073,"+","FBtr0089023","FBgn0033127","Tsp42Ef","mRNA",7024860,7025009,3254.63377714157,3254.63377714157
"1372","6","chr2R",7028911,7033233,4323,"+","FBtr0089024","FBgn0033128","Tsp42Eg","mRNA",7028761,7028910,1853.42399692535,1853.42399692535
"1373","6","chr2R",7040136,7042762,2627,"+","FBtr0089030","FBgn0033132","Tsp42Ej","mRNA",7039986,7040135,1633.04112243652,1633.04112243652
"1374","6","chr2R",7045769,7048538,2770,"+","FBtr0089032","FBgn0033134","Tsp42El","mRNA",7045619,7045768,1204.13272371888,1204.13272371888
"1375","6","chr2R",7249161,7250655,1495,"+","FBtr0089049","FBgn0033153","Gadd45","mRNA",7249011,7249160,309.517311841249,309.517311841249
"1376","6","chr2R",7663786,7665269,1484,"+","FBtr0088922","FBgn0033204","CG2065","mRNA",7663636,7663785,982.932121634483,982.932121634483
"1377","6","chr2R",8052080,8065554,13475,"-","FBtr0088827","FBgn0033252","CG12769","mRNA",8065555,8065704,1575.38996219635,1575.38996219635
"1378","6","chr2R",9793326,9798006,4681,"+","FBtr0088474","FBgn0033443","CG1698","mRNA",9793176,9793325,815.702822685242,815.702822685242
"1379","6","chr2R",9810974,9820053,9080,"-","FBtr0339403","FBgn0033446","CG1648","mRNA",9820054,9820203,2945.93418478966,2945.93418478966
"1380","6","chr2R",10303001,10307024,4024,"+","FBtr0088346","FBgn0033504","CAP","mRNA",10302851,10303000,2677.30424404144,2677.30424404144
"1381","6","chr2R",11939557,11967435,27879,"+","FBtr0088039","FBgn0033668","exp","mRNA",11939407,11939556,897.886419057846,897.886419057846
"1382","6","chr2R",14261206,14267919,6714,"-","FBtr0301203","FBgn0033919","CG8547","mRNA",14267920,14268069,5067.57922363281,5067.57922363281
"1383","6","chr2R",14361924,14362825,902,"+","FBtr0087547","FBgn0033928","Arc2","mRNA",14361774,14361923,417.868818253279,417.868818253279
"1384","6","chr2R",14882118,14884046,1929,"+","FBtr0300127","FBgn0033980","Cyp6a20","mRNA",14881968,14882117,807.116474032402,807.116474032402
"1385","6","chr2R",15544316,15549984,5669,"-","FBtr0087354","FBgn0034030","CG8192","mRNA",15549985,15550134,611.266022443771,611.266022443771
"1386","6","chr2R",16017737,16024627,6891,"+","FBtr0087207","FBgn0034067","CG8399","mRNA",16017587,16017736,2302.36716747284,2302.36716747284
"1387","6","chr2R",16552258,16558486,6229,"+","FBtr0087093","FBgn0034135","Syn2","mRNA",16552108,16552257,1907.80416840315,1907.80416840315
"1388","6","chr2R",16595028,16604238,9211,"-","FBtr0340064","FBgn0034143","CG8303","mRNA",16604239,16604388,1369.72654294968,1369.72654294968
"1389","6","chr2R",16608031,16623939,15909,"+","FBtr0306249","FBgn0034145","CG5065","mRNA",16607881,16608030,1088.83039617538,1088.83039617538
"1390","6","chr2R",16869402,16871851,2450,"+","FBtr0087042","FBgn0034162","CG6426","mRNA",16869252,16869401,570.787536084652,570.787536084652
"1391","6","chr2R",18822188,18829699,7512,"-","FBtr0303237","FBgn0034396","CG15097","mRNA",18829700,18829849,887.664580315351,887.664580315351
"1392","6","chr2R",19122231,19126269,4039,"-","FBtr0340457","FBgn0034417","CG15117","mRNA",19126270,19126419,2287.23885154724,2287.23885154724
"1393","6","chr2R",19164143,19178223,14081,"+","FBtr0100282","FBgn0034420","CG10737","mRNA",19163993,19164142,1274.86785113811,1274.86785113811
"1394","6","chr2R",20973220,20974017,798,"-","FBtr0071555","FBgn0034563","CG15649","mRNA",20974018,20974167,840.644103288651,840.644103288651
"1395","6","chr2R",21070368,21072789,2422,"-","FBtr0071541","FBgn0034583","CG10527","mRNA",21072790,21072939,2220.18357658386,2220.18357658386
"1396","6","chr2R",22298214,22311937,13724,"-","FBtr0071849","FBgn0034718","wdp","mRNA",22311938,22312087,3813.56391525269,3813.56391525269
"1397","6","chr2R",22383134,22394015,10882,"+","FBtr0071822","FBgn0034723","CG13506","mRNA",22382984,22383133,2079.53106862307,2079.53106862307
"1398","6","chr2R",23849246,23850301,1056,"-","FBtr0072235","FBgn0034915","eIF6","mRNA",23850302,23850451,1991.21437001228,1991.21437001228
"1399","6","chr2R",24671294,24685090,13797,"-","FBtr0304005","FBgn0035049","Mmp1","mRNA",24685091,24685240,2523.97666835785,2523.97666835785
"1400","6","chr2R",24970843,24971845,1003,"-","FBtr0072404","FBgn0035089","Phk-3","mRNA",24971846,24971995,1872.23217105865,1872.23217105865
"1401","6","chr2R",25183628,25188808,5181,"-","FBtr0333173","FBgn0035094","CG9380","mRNA",25188809,25188958,1562.30598434806,1562.30598434806
"1402","6","chr3L",180292,182535,2244,"+","FBtr0072476","FBgn0035104","CG13875","mRNA",180142,180291,3455.79955101013,3455.79955101013
"1403","6","chr3L",329822,332309,2488,"-","FBtr0072574","FBgn0035131","mthl9","mRNA",332310,332459,2327.30846643448,2327.30846643448
"1404","6","chr3L",599094,604008,4915,"-","FBtr0072562","FBgn0035146","CG13893","mRNA",604009,604158,1317.3907186985,1317.3907186985
"1405","6","chr3L",877291,882013,4723,"-","FBtr0072593","FBgn0035173","CG13907","mRNA",882014,882163,725.341755032539,725.341755032539
"1406","6","chr3L",2153201,2163863,10663,"-","FBtr0300831","FBgn0035308","CG15822","mRNA",2163864,2164013,1162.83650398254,1162.83650398254
"1407","6","chr3L",2883641,2892166,8526,"-","FBtr0073011","FBgn0035379","spz5","mRNA",2892167,2892316,2613.92883348465,2613.92883348465
"1408","6","chr3L",4384442,4403181,18740,"+","FBtr0073291","FBgn0035539","slow","mRNA",4384292,4384441,493.101549714804,493.101549714804
"1409","6","chr3L",6609577,6618180,8604,"+","FBtr0076981","FBgn0035708","axed","mRNA",6609427,6609576,1507.51692414284,1507.51692414284
"1410","6","chr3L",6689327,6703521,14195,"-","FBtr0076958","FBgn0035710","SP1173","mRNA",6703522,6703671,311.970550358295,311.970550358295
"1411","6","chr3L",8141868,8151813,9946,"-","FBtr0076732","FBgn0035844","CG13676","mRNA",8151814,8151963,1829.30043792725,1829.30043792725
"1412","6","chr3L",8340785,8342876,2092,"+","FBtr0076604","FBgn0035877","CG7083","mRNA",8340635,8340784,183.175369620323,183.175369620323
"1413","6","chr3L",8512767,8518738,5972,"+","FBtr0333054","FBgn0035903","CG6765","mRNA",8512617,8512766,1097.0078523159,1097.0078523159
"1414","6","chr3L",8518885,8520295,1411,"+","FBtr0076622","FBgn0035904","GstO3","mRNA",8518735,8518884,643.567043304443,643.567043304443
"1415","6","chr3L",9349609,9351489,1881,"+","FBtr0076439","FBgn0035977","PGRP-LF","mRNA",9349459,9349608,1173.46720966697,1173.46720966697
"1416","6","chr3L",9704331,9709709,5379,"+","FBtr0330098","FBgn0036032","CG16711","mRNA",9704181,9704330,382.705682933331,382.705682933331
"1417","6","chr3L",12368646,12391444,22799,"-","FBtr0075987","FBgn0036279","Ncc69","mRNA",12391445,12391594,381.479064941406,381.479064941406
"1418","6","chr3L",12486668,12490676,4009,"-","FBtr0332646","FBgn0036288","CG10660","mRNA",12490677,12490826,740.06120890379,740.06120890379
"1419","6","chr3L",12491830,12497216,5387,"-","FBtr0075975","FBgn0036289","CG10657","mRNA",12497217,12497366,675.459182500839,675.459182500839
"1420","6","chr3L",17055613,17058533,2921,"+","FBtr0075284","FBgn0036698","CG7724","mRNA",17055463,17055612,1808.4478764534,1808.4478764534
"1421","6","chr3L",17439401,17457461,18061,"+","FBtr0333688","FBgn0036725","CG18265","mRNA",17439251,17439400,1399.1654343605,1399.1654343605
"1422","6","chr3L",17838650,17841427,2778,"-","FBtr0347063","FBgn0036759","CG5577","mRNA",17841428,17841577,1462.94970911741,1462.94970911741
"1423","6","chr3L",17891820,17895862,4043,"-","FBtr0075154","FBgn0036769","Tsp74F","mRNA",17895863,17896012,1160.3832654953,1160.3832654953
"1424","6","chr3L",17898889,17907812,8924,"-","FBtr0075153","FBgn0036770","Prestin","mRNA",17907813,17907962,2214.05047678947,2214.05047678947
"1425","6","chr3L",18893120,18898293,5174,"-","FBtr0075076","FBgn0036824","CG3902","mRNA",18898294,18898443,2770.11855959892,2770.11855959892
"1426","6","chr3L",20098084,20103827,5744,"-","FBtr0074870","FBgn0036935","CG14186","mRNA",20103828,20103977,2162.94129180908,2162.94129180908
"1427","6","chr3R",5358873,5368306,9434,"-","FBtr0078803","FBgn0037315","Cerk","mRNA",5368307,5368456,5311.67676359415,5311.67676359415
"1428","6","chr3R",6209373,6213493,4121,"+","FBtr0310413","FBgn0037410","Osi2","mRNA",6209223,6209372,1025.86384308338,1025.86384308338
"1429","6","chr3R",7858767,7886733,27967,"-","FBtr0081770","FBgn0037525","CG17816","mRNA",7886734,7886883,2603.70699501038,2603.70699501038
"1430","6","chr3R",8735879,8747675,11797,"-","FBtr0081944","FBgn0037623","CG9801","mRNA",8747676,8747825,8100.19454574585,8100.19454574585
"1431","6","chr3R",10171156,10189603,18448,"-","FBtr0110786","FBgn0037796","CG12814","mRNA",10189604,10189753,803.84548664093,803.84548664093
"1432","6","chr3R",10882433,10885001,2569,"-","FBtr0082332","FBgn0037853","CG14696","mRNA",10885002,10885151,906.881631851196,906.881631851196
"1433","6","chr3R",11581576,11585305,3730,"+","FBtr0082413","FBgn0037917","wkd","mRNA",11581426,11581575,1321.07056820393,1321.07056820393
"1434","6","chr3R",12654577,12660860,6284,"+","FBtr0082649","FBgn0038072","CG6225","mRNA",12654427,12654576,837.782000124454,837.782000124454
"1435","6","chr3R",14056945,14087978,31034,"+","FBtr0082886","FBgn0038197","foxo","mRNA",14056795,14056944,1778.19124889374,1778.19124889374
"1436","6","chr3R",16305758,16308700,2943,"+","FBtr0083266","FBgn0038412","Zip89B","mRNA",16305608,16305757,3086.58670043945,3086.58670043945
"1437","6","chr3R",18303279,18314407,11129,"-","FBtr0083589","FBgn0038603","PKD","mRNA",18314408,18314557,521.722708880901,521.722708880901
"1438","6","chr3R",18378124,18381178,3055,"-","FBtr0083581","FBgn0038610","CG7675","mRNA",18381179,18381328,3157.32183170319,3157.32183170319
"1439","6","chr3R",19148632,19153686,5055,"-","FBtr0083751","FBgn0038682","CG5835","mRNA",19153687,19153836,720.435277223587,720.435277223587
"1440","6","chr3R",19616024,19621141,5118,"-","FBtr0083810","FBgn0038720","CG6231","mRNA",19621142,19621291,1478.89578533173,1478.89578533173
"1441","6","chr3R",19867148,19875224,8077,"-","FBtr0113250","FBgn0038740","CG4562","mRNA",19875225,19875374,381.887935936451,381.887935936451
"1442","6","chr3R",22469478,22486679,17202,"+","FBtr0334612","FBgn0038975","Nrx-1","mRNA",22469328,22469477,640.704921275377,640.704921275377
"1443","6","chr3R",23044664,23048214,3551,"-","FBtr0084361","FBgn0039043","CG17121","mRNA",23048215,23048364,3257.49586963654,3257.49586963654
"1444","6","chr3R",23227727,23240052,12326,"-","FBtr0084390","FBgn0039064","CG4467","mRNA",23240053,23240202,918.330089092255,918.330089092255
"1445","6","chr3R",23377211,23384777,7567,"-","FBtr0301085","FBgn0039075","CG4393","mRNA",23384778,23384927,1195.54638838768,1195.54638838768
"1446","6","chr3R",23602507,23605495,2989,"-","FBtr0084481","FBgn0039094","CG10184","mRNA",23605496,23605645,529.900180667639,529.900180667639
"1447","6","chr3R",26980518,26985706,5189,"+","FBtr0085071","FBgn0039467","CG14253","mRNA",26980368,26980517,2625.78618836403,2625.78618836403
"1448","6","chr3R",28682341,28695939,13599,"+","FBtr0305088","FBgn0039594","CG9990","mRNA",28682191,28682340,1242.97571086884,1242.97571086884
"1449","6","chr3R",30196360,30202998,6639,"-","FBtr0085571","FBgn0039756","CG9743","mRNA",30202999,30203148,1067.56895494461,1067.56895494461
"1450","6","chr3R",31384399,31391893,7495,"+","FBtr0085786","FBgn0039844","CG1607","mRNA",31384249,31384398,1379.94836032391,1379.94836032391
"1451","6","chrX",8102582,8116147,13566,"-","FBtr0071107","FBgn0040319","Gclc","mRNA",8116148,8116297,1367.2732693553,1367.2732693553
"1452","6","chr3R",13260356,13262227,1872,"+","FBtr0082735","FBgn0040551","CG11686","mRNA",13260206,13260355,609.221659749746,609.221659749746
"1453","6","chr2R",22669432,22670622,1191,"+","FBtr0100554","FBgn0040658","CG13516","mRNA",22669282,22669431,1310.84874558449,1310.84874558449
"1454","6","chr3L",11712229,11715285,3057,"-","FBtr0113334","FBgn0040817","CG14132","mRNA",11715286,11715435,1007.46452522278,1007.46452522278
"1455","6","chr3L",7158099,7158874,776,"+","FBtr0076918","FBgn0040837","CG8620","mRNA",7157949,7158098,1055.71161651611,1055.71161651611
"1456","6","chr2L",15035472,15037841,2370,"+","FBtr0080699","FBgn0041713","yellow-c","mRNA",15035322,15035471,1579.06980109215,1579.06980109215
"1457","6","chr2L",476446,479688,3243,"-","FBtr0078083","FBgn0043364","cbt","mRNA",479689,479838,2095.88602018356,2095.88602018356
"1458","6","chr3R",25323156,25329316,6161,"-","FBtr0113352","FBgn0045761","CHKov1","mRNA",25329317,25329466,1524.68961274624,1524.68961274624
"1459","6","chr3R",8774286,8799944,25659,"-","FBtr0332503","FBgn0046874","Pif1B","mRNA",8799945,8800094,1311.25760746002,1311.25760746002
"1460","6","chr2R",11226458,11232516,6059,"-","FBtr0088196","FBgn0050021","metro","mRNA",11232517,11232666,358.582141697407,358.582141697407
"1461","6","chr2R",14185204,14198368,13165,"+","FBtr0087530","FBgn0050069","CG30069","mRNA",14185054,14185203,1871.41441011429,1871.41441011429
"1462","6","chr2R",17065971,17087633,21663,"-","FBtr0113378","FBgn0050460","CG30460","mRNA",17087634,17087783,448.125460088253,448.125460088253
"1463","6","chr2R",16673461,16731384,57924,"-","FBtr0087113","FBgn0050463","CG30463","mRNA",16731385,16731534,3044.47276306152,3044.47276306152
"1464","6","chr2L",20840750,20849182,8433,"+","FBtr0339564","FBgn0051676","CG31676","mRNA",20840600,20840749,3869.98849868774,3869.98849868774
"1465","6","chr2L",10463340,10474349,11010,"-","FBtr0080039","FBgn0051719","RluA-1","mRNA",10474350,10474499,454.667437314987,454.667437314987
"1466","6","chr3L",11136049,11163984,27936,"+","FBtr0076216","FBgn0052082","IRSp53","mRNA",11135899,11136048,1400.39205217361,1400.39205217361
"1467","6","chr3L",2122619,2151700,29082,"-","FBtr0332114","FBgn0052311","zormin","mRNA",2151701,2151850,2481.86268854141,2481.86268854141
"1468","6","chrX",19887353,19908108,20756,"+","FBtr0100839","FBgn0052529","Hers","mRNA",19887203,19887352,5594.61729049683,5594.61729049683
"1469","6","chrX",13830741,13845866,15126,"-","FBtr0309245","FBgn0052626","AMPdeam","mRNA",13845867,13846016,5810.5025062561,5810.5025062561
"1470","6","chrX",10482028,10486632,4605,"-","FBtr0071458","FBgn0052687","CG32687","mRNA",10486633,10486782,1617.91280025244,1617.91280025244
"1471","6","chr2L",4477462,4595054,117593,"-","FBtr0332351","FBgn0053196","dpy","mRNA",4595055,4595204,1063.07134318352,1063.07134318352
"1472","6","chr4",157575,175140,17566,"-","FBtr0310437","FBgn0053978","CG33978","mRNA",175141,175290,1478.0780287981,1478.0780287981
"1473","6","chr2R",24921505,24928275,6771,"-","FBtr0072417","FBgn0060296","pain","mRNA",24928276,24928425,5945.43079376221,5945.43079376221
"1474","6","chr2R",18396638,18398519,1882,"-","FBtr0344195","FBgn0063499","GstE10","mRNA",18398520,18398669,206.890037000179,206.890037000179
"1475","6","chr2L",21096922,21098932,2011,"+","FBtr0110944","FBgn0083972","CG34136","mRNA",21096772,21096921,2902.18472385406,2902.18472385406
"1476","6","chr3R",23820592,23859167,38576,"+","FBtr0273215","FBgn0085384","CG34355","mRNA",23820442,23820591,3357.66989564896,3357.66989564896
"1477","6","chrX",6546119,6585638,39520,"+","FBtr0345068","FBgn0085446","CG34417","mRNA",6545969,6546118,916.694590091705,916.694590091705
"1478","6","chr3L",13477541,13483515,5975,"+","FBtr0075806","FBgn0086708","stv","mRNA",13477391,13477540,2387.0040178299,2387.0040178299
"1479","6","chr2L",1651258,1704682,53425,"+","FBtr0307047","FBgn0086758","chinmo","mRNA",1651108,1651257,692.631868869066,692.631868869066
"1480","6","chrX",11908284,11917260,8977,"-","FBtr0073594","FBgn0250871","pot","mRNA",11917261,11917410,2491.67563915253,2491.67563915253
"1481","6","chr3L",9734012,9744087,10076,"-","FBtr0331538","FBgn0259163","CG42268","mRNA",9744088,9744237,962.488431155682,962.488431155682
"1482","6","chr3R",11656149,11673974,17826,"+","FBtr0299789","FBgn0259227","CG42327","mRNA",11655999,11656148,818.973811656237,818.973811656237
