"","seqnames","start","end","width","strand","fb_t_id","score","nr_ctss","dominant_ctss","tpm.dominant_ctss","q_0.1","q_0.9","interquantile_width","fb_g_id","gene_name","new_start","cage_sig","TPM","cluster"
"307","chr2L",13878961,13878961,1,"+","FBtr0080547",8.80521301401518,3,13878961,5.77744233495663,1,6,6,"FBgn0028509","CenG1A",13878961,83.5537962913513,20.4014835,"1"
"308","chr3R",9237695,9237695,1,"-","FBtr0081990",7.91406795139268,2,9237695,6.76516904070807,1,6,6,"FBgn0003165","pum",18475390,179.732714772224,4.3425255,"1"
"309","chr3R",25881396,25881396,1,"-","FBtr0084912",3.24839329881224,3,25881396,1.41065775997749,1,6,6,"FBgn0027865","Tsp96F",77644188,130.591162741184,42.322709,"1"
"310","chr2R",20257681,20257681,1,"+","FBtr0086270",3.22375079204903,2,20257681,1.66718819648096,1,6,6,"FBgn0034491","Hsl",60773208,57.9528411328793,64.18455,"1"
"311","chr2R",7698904,7698904,1,"-","FBtr0300779",12.7978552347074,2,7698904,7.50757460405895,1,6,6,"FBgn0033212","LRR",23096712,359.684620320797,51.371617,"1"
"312","chr3R",8001304,8001304,1,"-","FBtr0301216",5.3862003734393,2,8001304,2.81465547708723,1,6,6,"FBgn0266598","Kmn2",16002608,173.157128751278,15.539586,"1"
"313","chr3R",14697290,14697290,1,"-","FBtr0301498",26.0948747213824,3,14697290,22.3965388507638,1,6,6,"FBgn0265140","Meltrin",29394580,847.812403440475,22.565607,"1"
"314","chr2R",18688132,18688132,1,"+","FBtr0304026",4.32539817563268,2,18688132,3.09147532767693,1,6,6,"FBgn0262103","Sik3",74752528,203.054137468338,6.6803505,"1"
"315","chr3L",4542125,4542125,1,"+","FBtr0073310",16.1387083907442,7,4542125,8.04014425286949,2,8,7,"FBgn0035558","CG11357",13626375,348.243096411228,30.886303,"1"
"316","chr3L",15142580,15142580,1,"-","FBtr0075648",9.50513359750812,4,15142580,4.54293947711082,1,7,7,"FBgn0286818","Pdi",30285270,74.7425090074539,481.8698305,"1"
"317","chr3L",9855280,9855280,1,"-","FBtr0076367",19.9763496894878,5,9855280,10.7822485119955,1,7,7,"FBgn0004390","RasGAP1",29565840,587.06843778491,39.7077835,"1"
"318","chr3L",8360898,8360898,1,"-","FBtr0076667",8.58834919372092,2,8360898,6.72602882482503,1,7,7,"FBgn0001248","Idh",25082721,246.453005075455,407.015731,"1"
"319","chr3L",7974977,7974977,1,"-","FBtr0076766",9.03495876084582,4,7974977,4.79364328217109,1,7,7,"FBgn0027554","CG8042",7974977,105.560094147921,105.409689,"1"
"320","chrX",22455392,22455392,1,"-","FBtr0077368",2.65854156753877,2,22455392,1.65656881246079,1,7,7,"FBgn0266848","wap",89821568,120.640109062195,97.0721275,"1"
"321","chrX",21630140,21630140,1,"-","FBtr0077371",10.127868251222,3,21630140,4.63500799375716,1,7,7,"FBgn0024807","DIP1",173041120,669.833150863647,7.039462,"1"
"322","chr2L",2129233,2129233,1,"-","FBtr0077854",6.08363419372734,3,2129233,3.33246754606283,1,7,7,"FBgn0031389","CG4259",4258466,103.981952190399,123.8762675,"1"
"323","chr3L",22288189,22288189,1,"-","FBtr0078510",5.77150208089507,3,22288189,3.34719056743359,1,7,7,"FBgn0011771","Hem",22288189,40.1110829114914,49.2547435,"1"
"324","chr2L",7084633,7084633,1,"-","FBtr0079423",32.0889520035093,6,7084633,19.4579922511961,1,7,7,"FBgn0031888","Pvf2",7084633,328.735513806343,284.1303445,"1"
"325","chr2L",13373824,13373824,1,"-","FBtr0080471",1.95116376249079,2,13373824,0.981692509986425,1,7,7,"FBgn0032512","Bdp1",26747650,56.8130733966827,54.237173,"1"
"326","chr3R",24105761,24105761,1,"-","FBtr0084588",15.3022445960097,4,24105761,11.1266677093737,1,7,7,"FBgn0013343","Syx1A",72317283,466.603678554296,56.5519555,"1"
"327","chr2R",8131308,8131308,1,"-","FBtr0300658",1.99393453585014,2,8131308,1.08204817320715,1,7,7,"FBgn0260390,FBgn0260398","CG42516,Pbp49",48787848,161.496422231197,56.3686325,"1"
"328","chr2L",6082583,6082583,1,"+","FBtr0344437",3.65834773206235,3,6082583,1.5493552923589,1,7,7,"FBgn0266450","Kr-h1",6082583,27.398279696703,23.1272915,"1"
"329","chr3L",15535418,15535418,1,"+","FBtr0075557",12.7786782397217,4,15535418,7.85741880744673,1,8,8,"FBgn0004396","CrebA",31070836,217.871117591858,37.983679,"1"
"330","chr2L",2214035,2214035,1,"-","FBtr0077844",2.31082700459031,2,2214035,1.43646891628745,1,8,8,"FBgn0010288","Uch",6642267,98.3269475102425,3.45607,"1"
"331","chr2L",9967331,9967331,1,"+","FBtr0079888",5.82259298016594,3,9967331,2.46048772537954,1,8,8,"FBgn0011272","RpL13",29901990,158.997703492641,68.6506655,"1"
"332","chr2L",16719937,16719937,1,"+","FBtr0080889",29.2197573661424,5,16719937,22.0714887574502,1,8,8,"FBgn0284248","Cyt-c-p",16719937,369.328813612461,833.6384735,"1"
"333","chr2L",19131859,19131859,1,"-","FBtr0081162",4.64362298158402,2,19131859,2.93413365902755,1,8,8,"FBgn0086443","AsnRS",38263718,269.423722267151,168.747546,"1"
"334","chr3R",10879340,10879340,1,"-","FBtr0082335",4.16293017480058,3,10879340,1.50592329486494,1,8,8,"FBgn0037850","CG14695",10879340,61.2844734787941,68.850158,"1"
"335","chr3R",25122903,25122903,1,"-","FBtr0084783",3.67258080044267,3,25122903,1.50228913469533,1,8,8,"FBgn0051108,FBgn0051510","CG31510,TTLL5",75368709,116.519405275583,24.232722,"1"
"336","chr2R",19456179,19456179,1,"+","FBtr0086450",18.8945395445756,7,19456179,6.71868335218007,4,11,8,"FBgn0002716,FBgn0260934","mei-W68,par-1",136193253,1244.32030180097,21.0753995,"1"
"337","chr2R",10569229,10569229,1,"+","FBtr0088279",6.77241333076772,3,10569229,4.06645885803837,1,8,8,"FBgn0263102","psq",21138458,110.908237397671,8.8697305,"1"
"338","chr2R",8156601,8156601,1,"-","FBtr0088811",6.66407376845487,3,8156601,2.94327068233311,1,8,8,"FBgn0010504,FBgn0263593","kermit,Lpin",32626404,271.615594148636,52.976964,"1"
"339","chr2R",16868231,16868231,1,"+","FBtr0332947",2.23559043900295,2,16868231,1.29479539974893,1,8,8,"FBgn0028737","eEF1beta",33736462,45.3277142047882,960.3512075,"1"
"340","chrX",13211668,13211668,1,"-","FBtr0340488",2.0541619913596,2,13211668,1.22625857446538,1,8,8,"FBgn0265630","sno",26423336,62.7749397754669,35.0778955,"1"
"341","chr2L",4458310,4458310,1,"-","FBtr0077452",21.6064624988886,6,4458310,13.0462607813763,6,14,9,"FBgn0285948","RpL27A",13374930,559.319451034069,2322.942869,"1"
"342","chr3R",9591311,9591311,1,"+","FBtr0082075",19.0552362332285,6,9591311,11.5745043180474,19,27,9,"FBgn0037720","CG8312",9591311,280.120016634464,11.79509,"1"
"343","chr3R",14036018,14036018,1,"-","FBtr0082870",9.2724843583578,2,14036018,7.23034370440741,1,9,9,"FBgn0038196","CG9922",14036018,131.336394160986,190.011301,"1"
"344","chr2R",9192086,9192086,1,"-","FBtr0088611",17.9155297603802,5,9192086,12.1499645094147,20,28,9,"FBgn0033391,FBgn0266486","CG8026,CG45085",36768344,996.157637476921,32.9487795,"1"
"345","chr4",659954,659954,1,"-","FBtr0089097",3.38083113221606,3,659954,1.46581847971906,1,9,9,"FBgn0051992","gw",1979862,88.3758910596371,5.046193,"1"
"346","chrX",16943331,16943331,1,"+","FBtr0110990",5.40193153316909,4,16943331,2.30598425743446,1,9,9,"FBgn0030808","RhoGAP15B",33886662,87.4114714860916,65.829323,"1"
"347","chrX",647285,647285,1,"+","FBtr0070122",3.20810443471865,1,647285,3.20810443471865,1,1,1,"FBgn0025638","Roc1a",1941930,855.615399062634,258.2497875,"2"
"348","chrX",3573595,3573595,1,"-","FBtr0070586",2.65010063975222,1,3573595,2.65010063975222,1,1,1,"FBgn0029672","CG2875",10720785,79.1700689792633,23.591305,"2"
"349","chrX",9106574,9106574,1,"-","FBtr0071350",3.99359987644941,1,9106574,3.99359987644941,1,1,1,"FBgn0004856","Bx42",18213148,152.378276884556,78.776892,"2"
"350","chr2R",21634715,21634715,1,"+","FBtr0071660",2.25387917573829,1,21634715,2.25387917573829,1,1,1,"FBgn0034643","CG10321",43269430,86.0963559746742,36.091383,"2"
"351","chr2R",22882673,22882673,1,"-","FBtr0071907",2.32868252757719,1,22882673,2.32868252757719,1,1,1,"FBgn0034791","EMC8-9",22882673,37.3931717574596,103.5031235,"2"
"352","chr2R",23377037,23377037,1,"-","FBtr0072036",4.67277825161101,1,23377037,4.67277825161101,1,1,1,"FBgn0034854","Golgin245",23377037,58.2597043812275,35.217728,"2"
"353","chr3L",593230,593230,1,"+","FBtr0072554",3.00096634712311,1,593230,3.00096634712311,1,1,1,"FBgn0035145","MED14",1186460,61.2844722867012,32.462983,"2"
"354","chr3L",1653005,1653005,1,"+","FBtr0072762",3.92038857770123,1,1653005,3.92038857770123,1,1,1,"FBgn0035252","CG7970",3306010,84.95658659935,82.261459,"2"
"355","chr3L",1645197,1645197,1,"-","FBtr0072811",5.13053972905266,1,1645197,5.13053972905266,1,1,1,"FBgn0025725","alphaCOP",3290394,122.305924415588,49.1234105,"2"
"356","chr3L",2774002,2774002,1,"-","FBtr0073015",2.1520054062489,1,2774002,2.1520054062489,1,1,1,"FBgn0035372","CG12093",2774002,28.6695604920387,79.1010485,"2"
"357","chrX",18528686,18528686,1,"+","FBtr0074596",4.34082305704034,1,18528686,4.34082305704034,1,1,1,"FBgn0030938","CG15047",18528686,48.8346947431564,1.244044,"2"
"358","chr3L",19991891,19991891,1,"+","FBtr0074901",2.24734379425883,1,19991891,2.24734379425883,1,1,1,"FBgn0013303,FBgn0036926","CG7646,Nca",59975796,494.352643668652,5.659793,"2"
"359","chr3L",19923434,19923434,1,"-","FBtr0074916",2.25061211068098,1,19923434,2.25061211068098,1,1,1,"FBgn0020887","Su(z)12",39846868,53.656790971756,15.7819925,"2"
"360","chr3L",19552423,19552423,1,"+","FBtr0074938",2.64383897627953,1,19552423,2.64383897627953,1,1,1,"FBgn0036886","CG9300",19552423,22.4446710348129,58.234129,"2"
"361","chr3L",18901638,18901638,1,"+","FBtr0075067",2.01190845847642,1,18901638,2.01190845847642,1,1,1,"FBgn0036827","CG6843",18901628,61.635170340538,90.6298,"2"
"362","chr3L",18898290,18898290,1,"-","FBtr0075076",2.44451530764863,1,18898290,2.44451530764863,1,1,1,"FBgn0036824","CG3902",18898290,20.2528089880943,88.056546,"2"
"363","chr3L",17242099,17242099,1,"-","FBtr0075251",2.35778060973374,1,17242099,2.35778060973374,1,1,1,"FBgn0036702","CG6512",34484198,122.305922567844,199.6004905,"2"
"364","chr3L",16845409,16845409,1,"+","FBtr0075330",2.24407422369091,1,16845409,2.24407422369091,1,1,1,"FBgn0036668","Zcchc7",16845409,32.395726442337,44.226238,"2"
"365","chr3L",15566017,15566017,1,"+","FBtr0075562",2.09559809148722,1,15566017,2.09559809148722,1,1,1,"FBgn0267390","dop",31132034,56.637725353241,34.8714395,"2"
"366","chr3L",13994263,13994263,1,"+","FBtr0075766",4.42032062170153,1,13994263,4.42032062170153,1,1,1,"FBgn0250848","26-29-p",13994263,67.2024994492531,250.7220365,"2"
"367","chr3L",13046988,13046988,1,"+","FBtr0075887",2.01863702363056,1,13046988,2.01863702363056,1,1,1,"FBgn0036342","CG11279",39140964,130.459648311138,108.7459825,"2"
"368","chr3L",9898572,9898572,1,"-","FBtr0076356",2.49871064794043,1,9898572,2.49871064794043,1,1,1,"FBgn0036058","CG6707",19797144,60.1885405182838,93.01999,"2"
"369","chr3L",9096879,9096879,1,"+","FBtr0076530",3.22000271022347,1,9096879,3.22000271022347,1,1,1,"FBgn0040827","CG13315",18193758,66.1065700054169,14.967025,"2"
"370","chr3L",8518888,8518888,1,"+","FBtr0076622",3.49931921621607,1,8518888,3.49931921621607,1,1,1,"FBgn0035904","GstO3",8518888,31.475143134594,373.1552915,"2"
"371","chr3L",7369064,7369064,1,"-","FBtr0076872",2.24080339618495,1,7369064,2.24080339618495,1,1,1,"FBgn0035772","Sh3beta",29477020,1518.69763052464,114.6831975,"2"
"372","chr3L",6964755,6964755,1,"-","FBtr0076938",8.95176174008859,1,6964755,8.95176174008859,1,1,1,"FBgn0261445","sgl",6964755,84.1236811578274,123.622292,"2"
"373","chr3L",6756495,6756495,1,"-","FBtr0076949",3.43517434411853,1,6756495,3.43517434411853,1,1,1,"FBgn0035715","Ist1",40538970,410.316644668579,30.459185,"2"
"374","chr3L",5752990,5752990,1,"+","FBtr0077095",2.10890607890328,1,5752990,2.10890607890328,1,1,1,"FBgn0016756","Usp47",11505980,65.4051736593246,115.5498105,"2"
"375","chrX",20657238,20657238,1,"+","FBtr0077276",2.99490697657447,1,20657238,2.99490697657447,1,1,1,"FBgn0031126","Cyp6v1",41314476,53.1307438611984,6.7435295,"2"
"376","chr2L",3377006,3377006,1,"+","FBtr0077589",2.08226777598479,1,3377006,2.08226777598479,1,1,1,"FBgn0016698","Ptpa",3377006,31.2121210694313,30.234571,"2"
"377","chr2L",2874487,2874487,1,"-","FBtr0077685",2.24734379425883,1,2874487,2.24734379425883,1,1,1,"FBgn0051694","CG31694",2874487,43.9687600433826,78.1644055,"2"
"378","chr2L",2752803,2752803,1,"+","FBtr0077713",11.320632263662,2,2752803,10.3716207723024,2,2,1,"FBgn0031453","Bacc",5505606,240.052763342857,127.240328,"2"
"379","chr2L",2364721,2364721,1,"-","FBtr0077794",10.3298167115563,2,2364721,9.47227414138588,1,1,1,"FBgn0014010","Rab5",11823987,727.39145976305,64.1124055,"2"
"380","chr2L",869842,869842,1,"-","FBtr0078030",2.19487824144085,1,869842,2.19487824144085,1,1,1,"FBgn0020305","dbe",869842,51.9471388459206,165.229594,"2"
"381","chr2L",868352,868352,1,"-","FBtr0078031",3.2259474995551,1,868352,3.2259474995551,1,1,1,"FBgn0029095","aru",868352,28.1435141563416,35.770055,"2"
"382","chr3R",5600530,5600530,1,"-","FBtr0078746",2.32544350143504,1,5600530,2.32544350143504,1,1,1,"FBgn0250753","kra",22402120,135.895469069481,31.4136625,"2"
"383","chr2L",5542562,5542562,1,"+","FBtr0079100",2.17511848591911,1,5542562,2.17511848591911,1,1,1,"FBgn0002525","Lam",16628030,76.2329744100571,196.035223,"2"
"384","chr2L",6050843,6050843,1,"+","FBtr0079185",2.3545521844,1,6050843,2.3545521844,1,1,1,"FBgn0031769","CG9135",24203372,147.819199085236,14.748348,"2"
"385","chr2L",7814355,7814355,1,"+","FBtr0079491",7.60491390255114,1,7814355,7.60491390255114,1,1,1,"FBgn0261800","LanB1",7814355,73.8219221830368,178.312535,"2"
"386","chr2L",8088306,8088306,1,"+","FBtr0079570",4.71046815517644,1,8088306,4.71046815517644,1,1,1,"FBgn0261822","Bsg",40441530,186.746681034565,51.531589,"2"
"387","chr2L",8463990,8463990,1,"-","FBtr0079703",3.32657353455145,1,8463990,3.32657353455145,1,1,1,"FBgn0026718","Agpat2",16927980,61.2844725847244,89.5793775,"2"
"388","chr2L",9963712,9963712,1,"-","FBtr0079890",2.08560246001291,1,9963712,2.08560246001291,1,1,1,"FBgn0032172","CG5850",69746071,303.792127847672,52.159453,"2"
"389","chr2L",11813775,11813775,1,"-","FBtr0080259",2.04214065395039,1,11813775,2.04214065395039,1,1,1,"FBgn0032378","CycY",23627550,45.240040242672,76.125901,"2"
"390","chr2L",15746609,15746609,1,"-","FBtr0080775",3.57762148856907,1,15746609,3.57762148856907,1,1,1,"FBgn0010382","CycE",47239827,106.9190505445,26.4049805,"2"
"391","chr2L",16448465,16448465,1,"-","FBtr0080880",3.64972250037179,1,16448465,3.64972250037179,1,1,1,"FBgn0028523","CG5888",16448465,28.4503742456436,70.6975015,"2"
"392","chr2L",18969032,18969032,1,"+","FBtr0081133",2.65635840335973,1,18969032,2.65635840335973,1,1,1,"FBgn0032728","Tango6",18969032,35.9903804957867,16.6563725,"2"
"393","chr3R",7530756,7530756,1,"+","FBtr0081538",5.51077757366041,1,7530756,5.51077757366041,1,1,1,"FBgn0003885","alphaTub84D",7530756,75.2247186303139,128.3595565,"2"
"394","chr3R",7074831,7074831,1,"+","FBtr0081635",4.70508876550629,1,7074831,4.70508876550629,1,1,1,"FBgn0037468","CG1943",14149728,1461.62148988247,1858.4922325,"2"
"395","chr3R",8287970,8287970,1,"+","FBtr0081829",2.40285727799618,1,8287970,2.40285727799618,1,1,1,"FBgn0037562","Nazo",8287970,27.310605943203,131.333041,"2"
"396","chr3R",8801572,8801572,1,"+","FBtr0081918",2.80540991619753,1,8801572,2.80540991619753,1,1,1,"FBgn0037632","CCT7",8801572,39.7165475487709,479.4580385,"2"
"397","chr3R",8805592,8805592,1,"-","FBtr0081934",2.53361330133077,1,8805592,2.53361330133077,1,1,1,"FBgn0037633","CG9839",17611265,17.6225737631321,36.193566,"2"
"398","chr3R",13782767,13782767,1,"+","FBtr0082833",7.60728391425233,1,13782767,7.60728391425233,1,1,1,"FBgn0000454","Dip-B",27565534,173.200970590115,21.4391245,"2"
"399","chr3R",13660519,13660519,1,"-","FBtr0082851",3.03725518497857,1,13660519,3.03725518497857,1,1,1,"FBgn0004237","Hrb87F",54642076,182.538303732872,181.799084,"2"
"400","chr3R",15223160,15223160,1,"-","FBtr0083137",2.74356529841934,1,15223160,2.74356529841934,1,1,1,"FBgn0051155","Rpb7",15223160,46.862017095089,51.842178,"2"
"401","chr3R",16470101,16470101,1,"+","FBtr0083292",2.80540991619753,1,16470101,2.80540991619753,1,1,1,"FBgn0027053","CSN5",32940202,55.2349315881729,92.5155505,"2"
"402","chr3R",17079947,17079947,1,"-","FBtr0083422",2.91278466697167,1,17079947,2.91278466697167,1,1,1,"FBgn0038475","Keap1",34159894,76.2768115401268,1.2817615,"2"
"403","chr3R",17391333,17391333,1,"-","FBtr0083452",2.55891752960198,1,17391333,2.55891752960198,1,1,1,"FBgn0038499","Brf",34782666,69.2628517746925,11.5380855,"2"
"404","chr3R",19904866,19904866,1,"-","FBtr0083854",3.92885433510141,1,19904866,3.92885433510141,1,1,1,"FBgn0038746","Surf6",19904866,61.1529604196548,162.9203145,"2"
"405","chr3R",22027711,22027711,1,"+","FBtr0084172",3.59207213883878,1,22027711,3.59207213883878,1,1,1,"FBgn0019957","ND-42",66083133,149.134319007397,114.872916,"2"
"406","chr3R",22035727,22035727,1,"+","FBtr0084175",2.3545521844,1,22035727,2.3545521844,1,1,1,"FBgn0266581","pit",44071454,95.9158978462219,114.962388,"2"
"407","chr3R",22027286,22027286,1,"-","FBtr0084185",2.28322690317389,1,22027286,2.28322690317389,1,1,1,"FBgn0038925","Cchl",44054616,28.4503733515739,3.3000665,"2"
"408","chr3R",22639372,22639372,1,"-","FBtr0084273",2.3642339662397,1,22639372,2.3642339662397,1,1,1,"FBgn0020278","loco",22639372,25.3817664384842,13.261988,"2"
"409","chr3R",23057546,23057546,1,"-","FBtr0084357",7.89499158616163,1,23057546,7.89499158616163,1,1,1,"FBgn0039045","CG17119",23057546,102.666835069656,48.483101,"2"
"410","chr3R",24221444,24221444,1,"-","FBtr0084567",2.90973144611974,1,24221444,2.90973144611974,1,1,1,"FBgn0011725","twin",48442888,77.3289051055908,2.317736,"2"
"411","chr3R",25289872,25289872,1,"+","FBtr0084827",2.21130892001235,1,25289872,2.21130892001235,1,1,1,"FBgn0039316","CG11893",25289872,18.2362949252129,4.864977,"2"
"412","chr3R",25476989,25476989,1,"+","FBtr0084836",2.22115187764247,1,25476989,2.22115187764247,1,1,1,"FBgn0039337","MED28",25476989,23.0583925247192,107.6240135,"2"
"413","chr3R",27116700,27116700,1,"-","FBtr0085131",2.3124754676422,1,27116700,2.3124754676422,1,1,1,"FBgn0039488","CG6066",27116700,37.5685221254826,36.031379,"2"
"414","chr2R",6645095,6645095,1,"-","FBtr0086148",3.05837089399429,1,6645095,3.05837089399429,1,1,1,"FBgn0033079","Fmo-2",6645095,24.8995562791824,106.1181005,"2"
"415","chr2R",19437492,19437492,1,"+","FBtr0086531",2.05888533681508,1,19437492,2.05888533681508,1,1,1,"FBgn0040273","Spt5",19437492,34.6752632260323,88.4203835,"2"
"416","chr2R",17865937,17865937,1,"-","FBtr0086825",2.23098334394539,1,17865937,2.23098334394539,1,1,1,"FBgn0003701","thr",35731874,54.8842347860336,18.303781,"2"
"417","chr2R",16347490,16347490,1,"-","FBtr0087170",2.02199908797159,1,16347490,2.02199908797159,1,1,1,"FBgn0262560","wcd",16347490,25.9954876899719,62.95435,"2"
"418","chr2R",15817004,15817004,1,"-","FBtr0087315",2.44131752400816,1,15817004,2.44131752400816,1,1,1,"FBgn0265991","Zasp52",31634008,36.9986371994019,1.7215665,"2"
"419","chr2R",12612742,12612742,1,"+","FBtr0087829",2.27345544174358,1,12612742,2.27345544174358,1,1,1,"FBgn0004435,FBgn0266487","CG45086,Galphaq",88289432,3558.66393280029,50.3922465,"2"
"420","chr2R",8600450,8600450,1,"+","FBtr0088692",2.04549247938525,1,8600450,2.04549247938525,1,1,1,"FBgn0267792","rgr",17200900,70.6656439900398,39.6208695,"2"
"421","chr2R",7445761,7445761,1,"-","FBtr0089002",2.03207645301284,1,7445761,2.03207645301284,1,1,1,"FBgn0040513,FBgn0050503","CG30503,kappaB-Ras",29783044,56.9884210824966,5.8559755,"2"
"422","chr4",958369,958369,1,"-","FBtr0089229",2.24734379425883,1,958369,2.24734379425883,1,1,1,"FBgn0052016","4E-T",2875107,141.506634682417,37.11576,"2"
"423","chr3L",15072175,15072175,1,"-","FBtr0099993",3.03725518497857,1,15072175,3.03725518497857,1,1,1,"FBgn0086690","Plp",15072175,28.3626989722252,53.757862,"2"
"424","chr2R",8665815,8665815,1,"+","FBtr0100427",5.09105896477221,1,8665815,5.09105896477221,1,1,1,"FBgn0263120","Acsl",8665815,183.765744715929,9.250127,"2"
"425","chrX",19887353,19887353,1,"+","FBtr0100839",26.5531320635237,2,19887353,24.1663477847078,2,2,1,"FBgn0052529","Hers",39774706,684.913133621216,5.180964,"2"
"426","chr3R",6373574,6373574,1,"-","FBtr0110774",2.0387873768453,1,6373574,2.0387873768453,1,1,1,"FBgn0037440","CRAT",6373574,17.1403641402721,9.3468795,"2"
"427","chr2R",4546704,4546704,1,"+","FBtr0111111",2.68135073826193,1,4546704,2.68135073826193,1,1,1,"FBgn0046692","Stlk",9093408,128.267790198326,16.2181265,"2"
"428","chr3R",22754673,22754673,1,"+","FBtr0113271",2.17182059693434,1,22754673,2.17182059693434,1,1,1,"FBgn0039026","CG7029",22754673,48.7031823694706,35.9910535,"2"
"429","chrX",12471668,12471668,1,"+","FBtr0299559",3.49059055617621,1,12471668,3.49059055617621,1,1,1,"FBgn0259143","CG42258",24943336,56.2870271205902,29.8623475,"2"
"430","chrX",6795598,6795598,1,"-","FBtr0299792",2.33192036586818,1,6795598,2.33192036586818,1,1,1,"FBgn0259228","C3G",13591196,42.2591080665588,13.5255735,"2"
"431","chr3L",21569277,21569277,1,"+","FBtr0301600",2.28322690317389,1,21569277,2.28322690317389,1,1,1,"FBgn0052438","SMC5",86277108,215.942282915115,83.5195875,"2"
"432","chr3R",17122695,17122695,1,"-","FBtr0303364",2.14207976295303,1,17122695,2.14207976295303,1,1,1,"FBgn0014141","cher",34245442,151.939900875092,34.596963,"2"
"433","chr2L",10404019,10404019,1,"-","FBtr0304111",2.2767138241765,1,10404019,2.2767138241765,1,1,1,"FBgn0032240","CG17768",10404019,26.3461859226227,84.4385275,"2"
"434","chr2L",18787444,18787444,1,"-","FBtr0305620",4.79364328217109,1,18787444,4.79364328217109,1,1,1,"FBgn0045852","ham",18787471,176.576436728239,83.9675015,"2"
"435","chr2R",6880995,6880995,1,"+","FBtr0305679",3.48767972373022,1,6880995,3.48767972373022,1,1,1,"FBgn0033113","Spn42Dc",6880995,30.466887652874,95.2326405,"2"
"436","chrX",8411654,8411654,1,"-","FBtr0307286",2.84541643558381,1,8411654,2.84541643558381,1,1,1,"FBgn0262976","lawc",8411654,23.6721141338348,16.098936,"2"
"437","chrX",15297766,15297766,1,"+","FBtr0310308",2.39000115720632,1,15297766,2.39000115720632,1,1,1,"FBgn0261703","gce",15297766,21.6556001901627,16.428836,"2"
"438","chr2L",7227716,7227716,1,"+","FBtr0332003",2.21459118751193,1,7227716,2.21459118751193,1,1,1,"FBgn0264343","CG43799",7227716,13.458034992218,8.73217,"2"
"439","chr3R",4266956,4266956,1,"+","FBtr0336481",3.40884226437396,1,4266956,3.40884226437396,1,1,1,"FBgn0037228","CG1092",4266956,35.5520073771477,154.8153695,"2"
"440","chr2L",19034662,19034662,1,"+","FBtr0336840",2.18171031199843,1,19034662,2.18171031199843,1,1,1,"FBgn0086442","mib2",19034662,27.1790934801102,24.4355935,"2"
"441","chr2R",15380581,15380581,1,"-","FBtr0339999",2.39321689398159,1,15380581,2.39321689398159,1,1,1,"FBgn0000996","dup",15380581,30.7299111187458,168.5002815,"2"
"442","chr2R",20671563,20671563,1,"+","FBtr0345354",2.63443913791543,1,20671563,2.63443913791543,1,1,1,"FBgn0034543","galla-1",20671563,31.3874707221985,58.3921095,"2"
"443","chrX",6590825,6590825,1,"+","FBtr0070945",1.99663278136425,2,6590825,1.16447825713396,1,2,2,"FBgn0029878","Pat1",19772586,456.082727998495,12.1584,"2"
"444","chr3L",708201,708201,1,"-","FBtr0072605",4.7440351220075,2,708201,3.92038857770123,1,2,2,"FBgn0035158","CG13895",1416402,75.8384370803833,53.071386,"2"
"445","chr3L",1502784,1502784,1,"+","FBtr0072697",4.69859775293104,2,1502784,3.37364908776784,1,2,2,"FBgn0261243","Psa",1502758,279.681641876698,102.1115585,"2"
"446","chr3L",2632277,2632277,1,"+","FBtr0072933",10.2068620658113,2,2632277,8.46233179690151,1,2,2,"FBgn0035357","MEP-1",2632277,97.3625268340111,30.8287455,"2"
"447","chr3L",3806456,3806456,1,"-","FBtr0073185",3.56263788745676,2,3806456,1.9916869976608,1,2,2,"FBgn0035461,FBgn0052264","CG32264,ntc",7612828,27.7928156256676,7.9477,"2"
"448","chrX",11368447,11368447,1,"+","FBtr0073482",3.13834573636342,2,11368447,2.31896187547449,1,2,2,"FBgn0027359","Tim8",22736948,136.158493280411,163.4748655,"2"
"449","chr3L",13356536,13356536,1,"+","FBtr0075839",11.3312098292915,2,13356536,9.92794952353382,1,2,2,"FBgn0287423","Nplp2",40069584,217.65194183588,389.576978,"2"
"450","chr3L",11696443,11696443,1,"-","FBtr0076131",5.50894595851817,2,11696443,4.36004704783356,1,2,2,"FBgn0036194","Dph1",23392886,144.049196243286,45.4428195,"2"
"451","chr3L",6218019,6218019,1,"-","FBtr0077014",37.1958476333473,3,6218019,32.8183635154087,1,2,2,"FBgn0002526","LanA",6218019,451.348294794559,532.035875,"2"
"452","chr3R",5226191,5226191,1,"+","FBtr0078777",2.39968170546322,2,5226191,1.54213913529282,1,2,2,"FBgn0037299","Vps37B",15678573,110.864401459694,72.141485,"2"
"453","chr2L",16680057,16680057,1,"+","FBtr0080884",6.64364545500307,2,16680057,5.7110858386542,1,2,2,"FBgn0261278,FBgn0267347","grp,squ",83400285,414.481191784143,40.917772,"2"
"454","chr2L",21163616,21163616,1,"+","FBtr0081472",2.16202583158665,2,21163616,1.35118495565854,1,2,2,"FBgn0032925","CG9246",21163639,145.23280480504,88.67448,"2"
"455","chr3R",13364940,13364940,1,"+","FBtr0082747",5.30775977746557,2,13364940,4.24159832801282,1,2,2,"FBgn0027610","Dic1",13364940,36.1657287478447,116.41314,"2"
"456","chr3R",16643722,16643722,1,"+","FBtr0083336",2.16013046485608,2,16643722,1.08204817320715,1,2,2,"FBgn0038453","Arl6IP1",33287502,113.538472175598,1.4324595,"2"
