submitted_id	current_id	converted_id	current_symbol
FBgn0037191	FBgn0037191	FBgn0037191	CG14448
FBgn0036810	FBgn0036810	FBgn0036810	CG6885
FBgn0033320	FBgn0033320	FBgn0033320	CG8586
FBgn0029994	FBgn0029994	FBgn0029994	CG2254
FBgn0051156	FBgn0051156	FBgn0051156	CG31156
FBgn0004635	FBgn0004635	FBgn0004635	rho
FBgn0038397	FBgn0038397	FBgn0038397	CG10185
FBgn0027534	FBgn0262714	FBgn0262714	Sap130
FBgn0038220	FBgn0038220	FBgn0038220	CG12207
FBgn0010583	FBgn0010583	FBgn0010583	dock
FBgn0032906	FBgn0032906	FBgn0032906	RPA2
FBgn0031321	FBgn0031321	FBgn0031321	Tgt
FBgn0052568	FBgn0052568	FBgn0052568	CG32568
FBgn0085397	FBgn0085397	FBgn0085397	Fili
FBgn0032825	FBgn0263873	FBgn0263873	sick
FBgn0030674	FBgn0030674	FBgn0030674	CG8184
FBgn0061362	FBgn0061362	FBgn0061362	CG33785
FBgn0038427	FBgn0038427	FBgn0038427	ema
FBgn0033233	FBgn0033233	FBgn0033233	Kdm4A
FBgn0035787	FBgn0035787	FBgn0035787	CG8543
FBgn0033736	FBgn0033736	FBgn0033736	CG13154
FBgn0033495	FBgn0265512	FBgn0265512	mlt
FBgn0031885	FBgn0031885	FBgn0031885	Mnn1
FBgn0020503	FBgn0020503	FBgn0020503	CLIP-190
FBgn0067864	FBgn0067864	FBgn0067864	Patj
FBgn0051439	FBgn0051439	FBgn0051439	Muc96D
FBgn0035785	FBgn0035785	FBgn0035785	ppk26
FBgn0039673	FBgn0039673	FBgn0039673	CG7568
FBgn0051717	FBgn0051717	FBgn0051717	CG31717
FBgn0030748	FBgn0030748	FBgn0030748	Traf-like
FBgn0002732	FBgn0002732	FBgn0002732	E(spl)malpha-BFM
FBgn0039207	FBgn0039207	FBgn0039207	CG5789
FBgn0031751	FBgn0031751	FBgn0031751	CG9016
FBgn0024290	FBgn0264087	FBgn0264087	Slob
FBgn0250868	FBgn0250868	FBgn0250868	CG42239
FBgn0067312	FBgn0067312	FBgn0067312	CheB38a
FBgn0052816	FBgn0052816	FBgn0052816	CG32816
FBgn0040005	FBgn0040005	FBgn0040005	CG17883
FBgn0040477	FBgn0040477	FBgn0040477	cid
FBgn0039328	FBgn0039328	FBgn0039328	CHKov2
FBgn0029727	FBgn0029727	FBgn0029727	CG6978
FBgn0029524	FBgn0029524	FBgn0029524	CG3176
FBgn0000053	FBgn0000053	FBgn0000053	ade3
FBgn0032365	FBgn0032365	FBgn0032365	CG14929
FBgn0030038	FBgn0030038	FBgn0030038	CG1440
FBgn0052712	FBgn0052712	FBgn0052712	CG32712
FBgn0038481	FBgn0038481	FBgn0038481	CG17475
FBgn0034162	FBgn0034162	FBgn0034162	CG6426
FBgn0005632	FBgn0005632	FBgn0005632	faf
FBgn0034860	FBgn0034860	FBgn0034860	CG9812
FBgn0259979	FBgn0259979	FBgn0259979	CG17337
FBgn0051140	FBgn0051140	FBgn0051140	CG31140
FBgn0038959	FBgn0038959	FBgn0038959	CG13856
FBgn0034138	FBgn0034138	FBgn0034138	RpS15
FBgn0003388	FBgn0003388	FBgn0003388	shd
FBgn0034945	FBgn0034945	FBgn0034945	CG10904
FBgn0033272	FBgn0033272	FBgn0033272	RagC-D
FBgn0050428	FBgn0050428	FBgn0050428	CG30428
FBgn0033556	FBgn0033556	FBgn0033556	CG12343
FBgn0027341	FBgn0027341	FBgn0027341	Gfat1
FBgn0261804	FBgn0261804	FBgn0261804	CG42750
FBgn0029606	FBgn0029606	FBgn0029606	CG14052
FBgn0036465	FBgn0036465	FBgn0036465	Rpn12R
FBgn0037100	FBgn0037100	FBgn0037100	CapaR
FBgn0027610	FBgn0027610	FBgn0027610	Dic1
FBgn0038834	FBgn0038834	FBgn0038834	RpS30
FBgn0027550	FBgn0027550	FBgn0027550	CG6495
FBgn0039198	FBgn0039198	FBgn0039198	CG5768
FBgn0037109	FBgn0037109	FBgn0037109	MED1
FBgn0030992	FBgn0030992	FBgn0030992	CG33253
FBgn0019686	FBgn0019686	FBgn0019686	lok
FBgn0052251	FBgn0052251	FBgn0052251	Claspin
FBgn0031987	FBgn0031987	FBgn0031987	CG12375
FBgn0034548	FBgn0034548	FBgn0034548	CG13443
FBgn0053217	FBgn0053217	FBgn0053217	CG33217
FBgn0038092	FBgn0038092	FBgn0038092	beat-Vb
FBgn0053627	FBgn0053627	FBgn0053627	CG33627
FBgn0037010	FBgn0037010	FBgn0037010	CG4825
FBgn0037895	FBgn0037895	FBgn0037895	CG6723
FBgn0034477	FBgn0034477	FBgn0034477	CG13872
FBgn0029705	FBgn0029705	FBgn0029705	CG12693
FBgn0013772	FBgn0013772	FBgn0013772	Cyp6a8
FBgn0053178	FBgn0053178	FBgn0053178	CG33178
FBgn0027559	FBgn0283467	FBgn0283467	Pol32
FBgn0038389	FBgn0038389	FBgn0038389	CG5516
FBgn0031426	FBgn0031426	FBgn0031426	CG18641
FBgn0038760	FBgn0038760	FBgn0038760	MED25
FBgn0052450	FBgn0052450	FBgn0052450	CG32450
FBgn0001187	FBgn0001187	FBgn0001187	Hex-C
FBgn0028671	FBgn0028671	FBgn0028671	Vha100-1
FBgn0054043	FBgn0054043	FBgn0054043	CG34043
FBgn0015614	FBgn0015614	FBgn0015614	CanB2
FBgn0037009	FBgn0037009	FBgn0037009	CG5104
FBgn0032359	FBgn0283678	FBgn0283678	Osi21
FBgn0028717	FBgn0028717	FBgn0028717	Lnk
FBgn0032450	FBgn0032450	FBgn0032450	CG5776
FBgn0085472	FBgn0085472	FBgn0085472	CG34443
FBgn0033327	FBgn0033327	FBgn0033327	PGRP-SC1b
FBgn0020299	FBgn0020299	FBgn0020299	stumps
FBgn0015773	FBgn0015773	FBgn0015773	NetA
FBgn0034537	FBgn0034537	FBgn0034537	DMAP1
FBgn0260745	FBgn0260745	FBgn0260745	mfas
FBgn0050469	FBgn0050469	FBgn0050469	Ir52b
FBgn0030286	FBgn0030286	FBgn0030286	CG1657
FBgn0037472	FBgn0037472	FBgn0037472	CG10098
FBgn0051933	FBgn0051933	FBgn0051933	CG31933
FBgn0051054	FBgn0051054	FBgn0051054	CR31054
FBgn0031127	FBgn0031127	FBgn0031127	CG1835
FBgn0029133	FBgn0029133	FBgn0029133	REG
FBgn0260986	FBgn0260986	FBgn0260986	mei-38
FBgn0030503	FBgn0030503	FBgn0030503	Tango2
FBgn0028491	FBgn0028491	FBgn0028491	CG2930
FBgn0039359	FBgn0039359	FBgn0039359	RpL27
FBgn0039695	FBgn0262112	FBgn0262112	sro
FBgn0030447	FBgn0030447	FBgn0030447	CG2200
FBgn0004625	FBgn0262738	FBgn0262738	norpA
FBgn0000241	FBgn0000241	FBgn0000241	bw
FBgn0083985	FBgn0083985	FBgn0083985	CG34149
FBgn0030855	FBgn0030855	FBgn0030855	CG5800
FBgn0261241	FBgn0261241	FBgn0261241	Vps16A
FBgn0259239	FBgn0259239	FBgn0259239	CG42337
FBgn0015268	FBgn0015268	FBgn0015268	Nap1
FBgn0032001	FBgn0032001	FBgn0032001	CG8360
FBgn0052758	FBgn0052758	FBgn0052758	CG32758
FBgn0032208	FBgn0032208	FBgn0032208	CG5604
FBgn0031454	FBgn0031454	FBgn0031454	CG9960
FBgn0003742	FBgn0003742	FBgn0003742	tra2
FBgn0038199	FBgn0038199	FBgn0038199	CCHa1
FBgn0037042	FBgn0037042	FBgn0037042	CG12984
FBgn0010217	FBgn0010217	FBgn0010217	ATPsynbeta
FBgn0002121	FBgn0002121	FBgn0002121	l(2)gl
FBgn0035812	FBgn0035812	FBgn0035812	CG7457
FBgn0032940	FBgn0032940	FBgn0032940	Mondo
FBgn0040377	FBgn0040377	FBgn0040377	Vha36-3
FBgn0011834	FBgn0011834	FBgn0011834	Ser6
FBgn0033392	FBgn0033392	FBgn0033392	CG8027
FBgn0026427	FBgn0026427	FBgn0026427	Su(var)2-HP2
FBgn0063491	FBgn0063491	FBgn0063491	GstE9
FBgn0053632	FBgn0053632	FBgn0053632	CG33632
FBgn0032502	FBgn0264308	FBgn0264308	CG43778
FBgn0032502	FBgn0264301	FBgn0264301	CG43779
FBgn0037970	FBgn0037970	FBgn0037970	GC2
FBgn0085327	FBgn0085327	FBgn0085327	CG34298
FBgn0037648	FBgn0037648	FBgn0037648	CG11975
FBgn0033154	FBgn0033154	FBgn0033154	CG1850
FBgn0045499	FBgn0265138	FBgn0265138	Gr22c
FBgn0259184	FBgn0259184	FBgn0259184	CG42288
FBgn0031822	FBgn0031822	FBgn0031822	CG9548
FBgn0034543	FBgn0034543	FBgn0034543	galla-1
FBgn0259989	FBgn0259989	FBgn0259989	CG42486
FBgn0036731	FBgn0036731	FBgn0036731	CG6333
FBgn0004580	FBgn0004580	FBgn0004580	Cbp53E
FBgn0036849	FBgn0036849	FBgn0036849	CG14079
FBgn0036825	FBgn0036825	FBgn0036825	RpL26
FBgn0031109	FBgn0031109	FBgn0031109	Obp19a
FBgn0034655	FBgn0034655	FBgn0034655	CG10307
FBgn0030990	FBgn0030990	FBgn0030990	CG7556
FBgn0005617	FBgn0005617	FBgn0005617	msl-1
FBgn0259173	FBgn0259173	FBgn0259173	corn
FBgn0030764	FBgn0030764	FBgn0030764	CG9777
FBgn0052457	FBgn0052457	FBgn0052457	CG32457
FBgn0036212	FBgn0036212	FBgn0036212	CG11597
FBgn0261831	FBgn0261831	FBgn0261831	CG42763
FBgn0027514	FBgn0027514	FBgn0027514	CG1024
FBgn0023530	FBgn0023530	FBgn0023530	CG3740
FBgn0033855	FBgn0033855	FBgn0033855	link
FBgn0032445	FBgn0032445	FBgn0032445	CG6153
FBgn0036135	FBgn0036135	FBgn0036135	mRpL2
FBgn0053630	FBgn0053630	FBgn0053630	CG33630
FBgn0030586	FBgn0030586	FBgn0030586	CG12539
FBgn0026313	FBgn0026313	FBgn0026313	X11L
FBgn0031263	FBgn0031263	FBgn0031263	Tspo
FBgn0086133	FBgn0261955	FBgn0261955	kdn
FBgn0036556	FBgn0036556	FBgn0036556	CG5830
FBgn0037590	FBgn0037590	FBgn0037590	Or85b
FBgn0032633	FBgn0032633	FBgn0032633	Lrch
FBgn0036618	FBgn0036618	FBgn0036618	Cpr72Eb
FBgn0047338	FBgn0047338	FBgn0047338	CG32148
FBgn0015765	FBgn0015765	FBgn0015765	p38a
FBgn0039188	FBgn0039188	FBgn0039188	Golgin84
FBgn0028399	FBgn0028399	FBgn0028399	TMS1
FBgn0037879	FBgn0037879	FBgn0037879	scpr-C
FBgn0250907	FBgn0250907	FBgn0250907	Cht10
FBgn0086362	FBgn0086362	FBgn0086362	spn-F
FBgn0083984	FBgn0083984	FBgn0083984	CG34148
FBgn0260767	FBgn0260767	FBgn0260767	CG42565
FBgn0051106	FBgn0051106	FBgn0051106	CG31106
FBgn0035542	FBgn0035542	FBgn0035542	DOR
FBgn0011576	FBgn0011576	FBgn0011576	Cyp4d2
FBgn0032626	FBgn0032626	FBgn0032626	CG12620
FBgn0053494	FBgn0053494	FBgn0053494	CG33494
FBgn0033434	FBgn0033434	FBgn0033434	CG1902
FBgn0039797	FBgn0039797	FBgn0039797	CG1340
FBgn0040625	unknown ID	-	-
FBgn0052580	FBgn0052580	FBgn0052580	Muc14A
FBgn0036124	FBgn0036124	FBgn0036124	CG7839
FBgn0034106	FBgn0034106	FBgn0034106	CG9068
FBgn0005634	FBgn0265434	FBgn0265434	zip
FBgn0053937	FBgn0266410	FBgn0266410	CG45050
FBgn0086768	FBgn0086768	FBgn0086768	Pcmt
FBgn0039027	FBgn0039027	FBgn0039027	CG7031
FBgn0003462	FBgn0003462	FBgn0003462	Sod
FBgn0037862	FBgn0037862	FBgn0037862	CG4706
FBgn0033888	FBgn0033888	FBgn0033888	CG18568
FBgn0038639	FBgn0038639	FBgn0038639	CG7705
FBgn0037260	FBgn0037260	FBgn0037260	Mur82C
FBgn0003731	FBgn0003731	FBgn0003731	Egfr
FBgn0085336	FBgn0085336	FBgn0085336	CG34307
FBgn0036615	FBgn0283681	FBgn0283681	Tcs3
FBgn0086378	FBgn0086378	FBgn0086378	Alg-2
FBgn0031097	FBgn0031097	FBgn0031097	obst-A
FBgn0038542	FBgn0038542	FBgn0038542	TyrR
FBgn0028425	FBgn0028425	FBgn0028425	JhI-21
FBgn0085341	FBgn0085341	FBgn0085341	CG34312
FBgn0250845	FBgn0250845	FBgn0250845	CG1288
FBgn0029857	FBgn0029857	FBgn0029857	wuho
FBgn0004875	FBgn0004875	FBgn0004875	enc
FBgn0051648	FBgn0051648	FBgn0051648	CG31648
FBgn0035928	FBgn0035928	FBgn0035928	CG13310
FBgn0051314	FBgn0265140	FBgn0265140	Meltrin
FBgn0051131	FBgn0051131	FBgn0051131	CG31131
FBgn0034440	FBgn0034440	FBgn0034440	CG10073
FBgn0031851	FBgn0031851	FBgn0031851	Aatf
FBgn0261596	FBgn0261596	FBgn0261596	RpS24
FBgn0029877	FBgn0029877	FBgn0029877	CG17717
FBgn0051630	FBgn0262872	FBgn0262872	milt
FBgn0035517	FBgn0035517	FBgn0035517	CG1265
FBgn0030027	FBgn0030027	FBgn0030027	CG1632
FBgn0035823	FBgn0035823	FBgn0035823	eIF4E-5
FBgn0011660	FBgn0011660	FBgn0011660	Pms2
FBgn0036003	FBgn0266101	FBgn0266101	CG44838
FBgn0032170	FBgn0032170	FBgn0032170	CG4658
FBgn0085335	FBgn0265082	FBgn0265082	Cdep
FBgn0036411	FBgn0036411	FBgn0036411	Sox21a
FBgn0025608	FBgn0025608	FBgn0025608	Faf2
FBgn0259195	FBgn0259195	FBgn0259195	CG42299
FBgn0039877	FBgn0039877	FBgn0039877	CG2118
FBgn0260397	FBgn0260397	FBgn0260397	Su(var)3-3
FBgn0037763	FBgn0037763	FBgn0037763	CG16904
FBgn0035360	FBgn0035360	FBgn0035360	CG1246
FBgn0038927	FBgn0038927	FBgn0038927	CG6015
FBgn0033388	FBgn0033388	FBgn0033388	CG8046
FBgn0037431	FBgn0037431	FBgn0037431	CG17917
FBgn0033337	FBgn0033337	FBgn0033337	CG8272
FBgn0028542	FBgn0028542	FBgn0028542	NimB4
FBgn0030833	FBgn0030833	FBgn0030833	CG8915
FBgn0261789	FBgn0261789	FBgn0261789	SmD2
FBgn0034295	FBgn0034295	FBgn0034295	CG10911
FBgn0036772	FBgn0036772	FBgn0036772	CG5290
FBgn0031782	FBgn0031782	FBgn0031782	WDR79
FBgn0036752	FBgn0036752	FBgn0036752	Adgf-A
FBgn0030514	FBgn0030514	FBgn0030514	CG9941
FBgn0011770	FBgn0011770	FBgn0011770	Gip
FBgn0051195	FBgn0051195	FBgn0051195	CG31195
FBgn0050115	FBgn0050115	FBgn0050115	GEFmeso
FBgn0052392	FBgn0052392	FBgn0052392	CG32392
FBgn0037870	FBgn0037870	FBgn0037870	CG18577
FBgn0032343	FBgn0032343	FBgn0032343	CG6201
FBgn0031562	FBgn0031562	FBgn0031562	CG3604
FBgn0000157	FBgn0000157	FBgn0000157	Dll
FBgn0040279	FBgn0040279	FBgn0040279	Osi14
FBgn0038423	FBgn0038423	FBgn0038423	CG10317
FBgn0034634	FBgn0034634	FBgn0034634	CG10494
FBgn0004456	FBgn0004456	FBgn0004456	mew
FBgn0034867	FBgn0034867	FBgn0034867	CG13557
FBgn0015754	FBgn0015754	FBgn0015754	Lis-1
FBgn0005629	FBgn0262509	FBgn0262509	nrm
FBgn0026398	FBgn0026398	FBgn0026398	Or22a
FBgn0002917	FBgn0002917	FBgn0002917	na
FBgn0051675	FBgn0051675	FBgn0051675	CG31675
FBgn0086371	FBgn0086371	FBgn0086371	poly
FBgn0030375	FBgn0030375	FBgn0030375	CG11356
FBgn0041235	FBgn0041235	FBgn0041235	Gr59c
FBgn0036936	FBgn0036936	FBgn0036936	CG14185
FBgn0035932	FBgn0035932	FBgn0035932	CG13308
FBgn0034345	FBgn0034345	FBgn0034345	CG5174
FBgn0002873	FBgn0002873	FBgn0002873	mud
FBgn0052595	FBgn0266710	FBgn0266710	hog
FBgn0029657	FBgn0029657	FBgn0029657	CG12535
FBgn0033310	FBgn0267792	FBgn0267792	rgr
FBgn0051665	FBgn0051665	FBgn0051665	wry
FBgn0037143	FBgn0037143	FBgn0037143	CR7448
FBgn0001218	FBgn0001218	FBgn0001218	Hsc70-3
FBgn0259712	FBgn0259712	FBgn0259712	CG42366
FBgn0032974	FBgn0032974	FBgn0032974	CG3651
FBgn0259749	FBgn0259749	FBgn0259749	mmy
FBgn0030570	FBgn0030570	FBgn0030570	CG12540
FBgn0037546	FBgn0037546	FBgn0037546	mAChR-B
FBgn0038586	FBgn0038586	FBgn0038586	CG7168
FBgn0033138	FBgn0033138	FBgn0033138	Tsp42Eq
FBgn0036759	FBgn0036759	FBgn0036759	CG5577
FBgn0001319	FBgn0001319	FBgn0001319	kn
FBgn0038621	FBgn0038621	FBgn0038621	CG10864
FBgn0029158	FBgn0029158	FBgn0029158	Las
FBgn0260237	FBgn0260237	FBgn0260237	CG42511
FBgn0028377	FBgn0028377	FBgn0028377	gdl-ORF39
FBgn0001974	FBgn0001974	FBgn0001974	l(2)35Bd
FBgn0014075	FBgn0014075	FBgn0014075	Ugt
FBgn0038721	FBgn0038721	FBgn0038721	subdued
FBgn0039873	FBgn0039873	FBgn0039873	Smvt
FBgn0034050	FBgn0034050	FBgn0034050	CG8297
FBgn0033467	FBgn0033467	FBgn0033467	CG15863
FBgn0031568	FBgn0031568	FBgn0031568	CG10019
FBgn0030778	FBgn0030778	FBgn0030778	CG4678
FBgn0026666	FBgn0026666	FBgn0026666	MagR
FBgn0040099	FBgn0040099	FBgn0040099	lectin-28C
FBgn0033249	FBgn0033249	FBgn0033249	CG11191
FBgn0031473	FBgn0031473	FBgn0031473	CG3104
FBgn0026753	FBgn0283536	FBgn0283536	Vha13
FBgn0037841	FBgn0037841	FBgn0037841	CG4565
FBgn0026369	FBgn0026369	FBgn0026369	Sara
FBgn0039283	FBgn0039283	FBgn0039283	danr
FBgn0037000	FBgn0037000	FBgn0037000	ZnT77C
FBgn0036066	FBgn0036066	FBgn0036066	CG14160
FBgn0037188	FBgn0037188	FBgn0037188	CG7369
FBgn0050480	FBgn0050480	FBgn0050480	CG30480
FBgn0085390	FBgn0085390	FBgn0085390	Dgk
FBgn0036139	FBgn0036139	FBgn0036139	CG6216
FBgn0001995	FBgn0001995	FBgn0001995	mRpL4
FBgn0039723	FBgn0039723	FBgn0039723	CG15522
FBgn0030573	FBgn0030573	FBgn0030573	nmdyn-D6
FBgn0261572	FBgn0266418	FBgn0266418	wake
FBgn0035028	FBgn0035028	FBgn0035028	Start1
FBgn0004551	FBgn0263006	FBgn0263006	SERCA
FBgn0085479	FBgn0085479	FBgn0085479	CG34450
FBgn0064912	FBgn0064912	FBgn0064912	CG31178
FBgn0034186	FBgn0034186	FBgn0034186	CG8950
FBgn0036414	FBgn0036414	FBgn0036414	nan
FBgn0034666	FBgn0034666	FBgn0034666	CG9294
FBgn0028686	FBgn0028686	FBgn0028686	Rpt3
FBgn0036142	FBgn0036142	FBgn0036142	CG7616
FBgn0038989	FBgn0038989	FBgn0038989	CG6937
FBgn0034976	FBgn0034976	FBgn0034976	CG4049
FBgn0038276	FBgn0262514	FBgn0262514	VhaPPA1-2
FBgn0038347	FBgn0267408	FBgn0267408	AOX1
FBgn0025697	FBgn0025697	FBgn0025697	santa-maria
FBgn0028470	FBgn0266053	FBgn0266053	Patr-1
FBgn0026318	FBgn0265464	FBgn0265464	Traf6
FBgn0037741	FBgn0037741	FBgn0037741	CG16908
FBgn0039861	FBgn0039861	FBgn0039861	pasha
FBgn0030999	FBgn0030999	FBgn0030999	Mur18B
FBgn0043069	FBgn0043069	FBgn0043069	MESK4
FBgn0259982	FBgn0259982	FBgn0259982	l(2)35Cc
FBgn0051774	FBgn0051774	FBgn0051774	fred
FBgn0260780	FBgn0260780	FBgn0260780	wisp
FBgn0050496	FBgn0050496	FBgn0050496	CG30496
FBgn0032149	FBgn0032149	FBgn0032149	CG4036
FBgn0260766	FBgn0260766	FBgn0260766	CG42564
FBgn0259203	FBgn0259203	FBgn0259203	CG42307
FBgn0039249	FBgn0039249	FBgn0039249	CG11168
FBgn0037992	FBgn0037992	FBgn0037992	CG4702
FBgn0051627	FBgn0051627	FBgn0051627	CG31627
FBgn0033931	FBgn0033931	FBgn0033931	Obp50e
FBgn0030692	FBgn0030692	FBgn0030692	mRpS30
FBgn0035014	FBgn0035014	FBgn0035014	CG13581
FBgn0052068	FBgn0052068	FBgn0052068	Adi1
FBgn0032897	FBgn0032897	FBgn0032897	CG9336
FBgn0020766	FBgn0275436	FBgn0275436	PheRS-m
FBgn0036173	FBgn0036173	FBgn0036173	CG7394
FBgn0031419	FBgn0031419	FBgn0031419	CG15390
FBgn0000171	FBgn0263231	FBgn0263231	bel
FBgn0086695	FBgn0086695	FBgn0086695	hd
FBgn0035059	FBgn0035059	FBgn0035059	CG3894
FBgn0031643	FBgn0031643	FBgn0031643	CG3008
FBgn0034592	FBgn0034592	FBgn0034592	CG9406
FBgn0010194	FBgn0010194	FBgn0010194	Wnt5
FBgn0031315	FBgn0031315	FBgn0031315	CG14341
FBgn0053348	FBgn0053348	FBgn0053348	CheB42a
FBgn0036780	FBgn0036780	FBgn0036780	CG7330
FBgn0069242	FBgn0069242	FBgn0069242	eca
FBgn0040074	FBgn0040074	FBgn0040074	retinin
FBgn0050383	FBgn0050383	FBgn0050383	CG30383
FBgn0033058	FBgn0033058	FBgn0033058	CCHa2-R
FBgn0030120	FBgn0030120	FBgn0030120	CG17440
FBgn0038709	FBgn0038709	FBgn0038709	CG15025
FBgn0038538	FBgn0261987	FBgn0261987	Pxt
FBgn0031530	FBgn0031530	FBgn0031530	pgant2
FBgn0029925	FBgn0029925	FBgn0029925	CG3040
FBgn0260658	FBgn0260658	FBgn0260658	CG42541
FBgn0085303	FBgn0085303	FBgn0085303	CG34274
FBgn0031468	FBgn0031468	FBgn0031468	CG2975
FBgn0083979	FBgn0083979	FBgn0083979	Ir10a
FBgn0035641	FBgn0035641	FBgn0035641	CG5568
FBgn0034732	unknown ID	-	-
FBgn0039238	FBgn0039238	FBgn0039238	CG7016
FBgn0028430	FBgn0028430	FBgn0028430	He
FBgn0030837	FBgn0030837	FBgn0030837	CG8661
FBgn0051635	FBgn0051635	FBgn0051635	CG31635
FBgn0052628	FBgn0265726	FBgn0265726	Nna1
FBgn0033831	FBgn0263774	FBgn0263774	CG43691
FBgn0030944	FBgn0030944	FBgn0030944	CG6617
FBgn0037848	FBgn0037848	FBgn0037848	Tsp86D
FBgn0040251	FBgn0040251	FBgn0040251	Ugt86Di
FBgn0035538	FBgn0035538	FBgn0035538	DopEcR
FBgn0010414	FBgn0010414	FBgn0010414	SerT
FBgn0034151	FBgn0034151	FBgn0034151	CG15617
FBgn0032058	FBgn0032058	FBgn0032058	CG9289
FBgn0001125	FBgn0001125	FBgn0001125	Got2
FBgn0031279	FBgn0031279	FBgn0031279	CG3544
FBgn0027054	FBgn0027054	FBgn0027054	CSN4
FBgn0005666	FBgn0005666	FBgn0005666	bt
FBgn0028689	FBgn0028689	FBgn0028689	Rpn6
FBgn0015796	FBgn0262518	FBgn0262518	Rab8
FBgn0260750	FBgn0260750	FBgn0260750	Mulk
FBgn0086757	FBgn0086757	FBgn0086757	cbs
FBgn0030648	FBgn0030648	FBgn0030648	CG6340
FBgn0259938	FBgn0259938	FBgn0259938	cwo
FBgn0020416	FBgn0020416	FBgn0020416	Idgf1
FBgn0015271	FBgn0015271	FBgn0015271	Orc5
FBgn0038432	FBgn0038432	FBgn0038432	CG14883
FBgn0020018	FBgn0020018	FBgn0020018	Ppox
FBgn0024319	FBgn0024319	FBgn0024319	Nach
FBgn0034259	FBgn0034259	FBgn0034259	P32
FBgn0034270	FBgn0034270	FBgn0034270	CG6401
FBgn0052100	FBgn0052100	FBgn0052100	CG32100
FBgn0052110	FBgn0052110	FBgn0052110	CG32110
FBgn0032859	FBgn0032859	FBgn0032859	Arpc2
FBgn0025878	FBgn0025878	FBgn0025878	wrapper
FBgn0028983	FBgn0028983	FBgn0028983	Spn55B
FBgn0037019	FBgn0037019	FBgn0037019	Pex16
FBgn0053703	FBgn0053703	FBgn0053703	CG33703
FBgn0030107	FBgn0030107	FBgn0030107	CG15370
FBgn0036491	FBgn0036491	FBgn0036491	Best4
FBgn0039835	FBgn0039835	FBgn0039835	mRpL32
FBgn0261841	FBgn0261841	FBgn0261841	pre-mod(mdg4)-AD
FBgn0085415	FBgn0085415	FBgn0085415	CG34386
FBgn0030077	FBgn0030077	FBgn0030077	CG15365
FBgn0035558	FBgn0035558	FBgn0035558	CG11357
FBgn0030326	FBgn0030326	FBgn0030326	CG2444
FBgn0053757	FBgn0053757	FBgn0053757	CG33757
FBgn0037624	FBgn0037624	FBgn0037624	CG8223
FBgn0014879	FBgn0014879	FBgn0014879	Set
FBgn0053784	FBgn0053784	FBgn0053784	CG33784
FBgn0039747	FBgn0039747	FBgn0039747	AdoR
FBgn0038201	FBgn0038201	FBgn0038201	PK1-R
FBgn0050476	FBgn0050476	FBgn0050476	ave
FBgn0034889	FBgn0265052	FBgn0265052	St3
FBgn0003865	FBgn0003865	FBgn0003865	tsg
FBgn0032656	FBgn0032656	FBgn0032656	CG5674
FBgn0030793	FBgn0030793	FBgn0030793	CG9125
FBgn0023545	FBgn0023545	FBgn0023545	CG4406
FBgn0023172	FBgn0023172	FBgn0023172	RhoGEF2
FBgn0261276	FBgn0261276	FBgn0261276	Opa1
FBgn0003087	FBgn0003087	FBgn0003087	pim
FBgn0034967	FBgn0034967	FBgn0034967	eIF-5A
FBgn0038238	FBgn0038238	FBgn0038238	CG14854
FBgn0025366	FBgn0025366	FBgn0025366	Ip259
FBgn0036227	FBgn0036227	FBgn0036227	CG17826
FBgn0037238	FBgn0037238	FBgn0037238	CG1090
FBgn0030578	FBgn0030578	FBgn0030578	CG5347
FBgn0053325	FBgn0053325	FBgn0053325	CG33325
FBgn0032746	FBgn0032746	FBgn0032746	CG10470
FBgn0036208	FBgn0036208	FBgn0036208	CG10361
FBgn0085387	FBgn0085387	FBgn0085387	shakB
FBgn0024912	FBgn0024912	FBgn0024912	agt
FBgn0037668	FBgn0037668	FBgn0037668	CG16736
FBgn0030814	FBgn0030814	FBgn0030814	CG4955
FBgn0031529	FBgn0031529	FBgn0031529	CG9662
FBgn0040153	FBgn0040153	FBgn0040153	l(1)G0469
FBgn0032869	FBgn0032869	FBgn0032869	CG17470
FBgn0034389	FBgn0034389	FBgn0034389	Mctp
FBgn0033373	FBgn0033373	FBgn0033373	CG8080
FBgn0024909	FBgn0024909	FBgn0024909	Taf7
FBgn0002593	FBgn0002593	FBgn0002593	RpLP1
FBgn0034987	FBgn0266083	FBgn0266083	ocm
FBgn0036777	FBgn0036777	FBgn0036777	CG7341
FBgn0001222	FBgn0001222	FBgn0001222	Hsf
FBgn0033813	FBgn0033813	FBgn0033813	fsd
FBgn0033543	FBgn0033543	FBgn0033543	CG12338
FBgn0053710	FBgn0053710	FBgn0053710	CG33710
FBgn0003257	FBgn0003257	FBgn0003257	r-l
FBgn0039443	FBgn0039443	FBgn0039443	TwdlS
FBgn0260944	FBgn0260944	FBgn0260944	Rbp1
FBgn0040066	FBgn0040066	FBgn0040066	wds
FBgn0043577	FBgn0043577	FBgn0043577	PGRP-SB2
FBgn0052207	FBgn0052207	FBgn0052207	CR32207
FBgn0039338	FBgn0039338	FBgn0039338	XNP
FBgn0005642	FBgn0005642	FBgn0005642	wdn
FBgn0017578	FBgn0017578	FBgn0017578	Max
FBgn0039112	FBgn0039112	FBgn0039112	SdhD
FBgn0051718	FBgn0051718	FBgn0051718	Ir31a
